가맹점명,가맹점유형,업종명,시도명,시군구명,시군구코드,소재지도로명주소,전화번호,관리기관명,관리기관전화번호,데이터기준일자
파크김밥 기타둥둥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 소양로 210 1층,033-252-5453,강원특별자치도 춘천시청,033-250-4043,2025-07-14
파파닭(숯불)갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남면 소주고개로 62 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
파파존스 춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 342 1층,033-251-8070,강원특별자치도 춘천시청,033-250-4043,2025-07-14
파파존스 춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후평동 702 1층,033-251-8070,강원특별자치도 춘천시청,033-250-4043,2025-07-14
파파존스피자 남춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로 72 1층,033-242-8070,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔각정,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서면 오월리 산7-3번지 외10필지,033-244-1975,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔공티 한림대점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 성심로 4-1 1층 (교동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로326번길 11-8 1층,033-252-1880,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로393번길 31 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 후만로 143 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도숯불구이,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘주로92번길 9-3 (온의동),033-242-5885,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도제일닭갈비엔스물넷마카롱,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 안마산로 15, 1층 (온의동)",033-255-8501,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도추어탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로48번길 5-2 .,033-232-1111,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도한방오리,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효석로 27 (효자동),033-264-9245,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔도해장국,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로2279번길 24 (온의동),033-253-8797,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔뚝갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동면 공단로 110, 1층 2층",033-244-2088,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔미리낚시터,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 경춘로 1817 1층,033-261-3570,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔미보리밥집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 경춘로 1773 1층,033-261-2442,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔봉루,일반가맹점,중식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 남산면 김유정로 196,033-263-2599,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔봉스넥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 교운길 1 (운교동),033-257-5205,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔팔뚝배기,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 공지로 114 1층,033-262-7760,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔팔수산,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 안마산로 207 1층 4,5호",033-3905-2202,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔호가보자토종순대국,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 금강로121번길 6 1층,033-244-4885,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔호가보자토종순대국밥,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 137-1 1층(운교동(,033-912-4886,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔호냉삼집 거두리집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길14번길 7 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔호냉삼집 본점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효자로150번길 11-4 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔호부침,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동부시장길 8, 동부시장 8호 (운교동)",033-253-6235,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팔호스넥,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자동 641-3번지,033-251-0244,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팝스스모크트레인,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 사북면 가일길 578-8 ,1층",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
패리카나치킨사우점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로 2818 (사농동),033-251-9794,강원특별자치도 춘천시청,033-250-4043,2025-07-14
패밀리치킨,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 지석로 74-11 상가동 1층 D18호(퇴계동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
팬더 하우스,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 명동길 49 (죽림동),033-256-0920,강원특별자치도 춘천시청,033-250-4043,2025-07-14
퍼줌,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충혼길20번길 8 (온의동),033-241-4369,강원특별자치도 춘천시청,033-250-4043,2025-07-14
펀비어킹춘천한숲시티점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 안마산로 113 B-1동 2층 201~203호(퇴계동,e편한세상 춘천 한숲시티상가)",033-231-1234,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페너,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘주로92번길 9-4 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 지석로 74-11 A-13호,033-262-9298,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나(터미널점),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 공지로 458 (근화동),033-253-8490,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나석사점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 공지로252번길 4 1층,033-254-0941,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나치킨 광장점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자2동 653번지,033-253-8578,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나치킨 명동점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 금강로 76 (조양동),033-253-9566,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나치킨 부안체인,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 261 .,033-256-4825,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리카나치킨퇴계점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 행촌로32번길 5-6, 1층 (퇴계동)",033-255-0504,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리토(perrito),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 금촌로 179 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페리하우스,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로2753번길 14 (우두동),033-242-0708,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페스토(pasto),일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 외솔길19번길 80-54,033-251-6496,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페이크러버스,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 삭주로 41-1 ,1층",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페티엉(Petillant),일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 방송길 94-7 2층(온의동),033-252-8283,강원특별자치도 춘천시청,033-250-4043,2025-07-14
페페버거,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 122 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
펠리체0412,일반가맹점,양식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동내면 외솔길19번길 49-14, 1층",033-262-0412,강원특별자치도 춘천시청,033-250-4043,2025-07-14
편편집 춘천퇴계점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 안마산로 128 1층101호,033-256-9639,강원특별자치도 춘천시청,033-250-4043,2025-07-14
편편집삼천점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 스포츠타운길 432 2층 204,205호",033-242-3888,강원특별자치도 춘천시청,033-250-4043,2025-07-14
평남횟집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서면 삿갓봉길 24,033-244-2370,강원특별자치도 춘천시청,033-250-4043,2025-07-14
평양냉면,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 사농동 217-13,033-254-3778,강원특별자치도 춘천시청,033-250-4043,2025-07-14
평창송어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2155 (퇴계동),033-261-1160,강원특별자치도 춘천시청,033-250-4043,2025-07-14
평창한우,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 춘천순환로 780 1층,033-253-8811,강원특별자치도 춘천시청,033-250-4043,2025-07-14
평천식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 서백길 36 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
평화불고기,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 보안길 50 (후평동),033-255-1271,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포대인대구막창,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 보안길 21 (후평동),033-241-6859,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포대인대구막창석사점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 백령로 163, 1층 (효자동)",033-262-5682,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포대인대구막창퇴계점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 김유정로 1870 (퇴계동),033-262-8792,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포랑춘천점,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로205번길 8 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포레스트,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길44번길 25 1층,070-177-2398,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포레스트(Forrest),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 지내길 147-61 .,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포시즌,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 방하로 469 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포지티브즈,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서부대성로205번길 10 (효자동),050-2011-1587,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포치드,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 학곡서길 6 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포케올데이 춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 방송길 77 지하층 B123호,033-243-8763,강원특별자치도 춘천시청,033-250-4043,2025-07-14
포항집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남춘로36번길 52-5 1층(퇴계동),033-263-2630,강원특별자치도 춘천시청,033-250-4043,2025-07-14
폭포집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서면 덕두원3리 118-3,033-261-1448,강원특별자치도 춘천시청,033-250-4043,2025-07-14
폭풍장어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 순환대로 872 1층,033-262-2624,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸라닭 춘천석사점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로67번길 17 1층 우측호(석사동),033-261-9206,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸라닭 춘천시청점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 소양고개길 56 1층,033-256-9206,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸라닭 춘천퇴계점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로145번길 7-13 (퇴계동),033-263-9206,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸라닭춘천후평점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 보안길 77 1층 103호(후평동),033-911-9206,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸른밥상,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 가산로 79 1층,033-242-7789,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸주옥,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 퇴계동 11지구3블럭4롯트,033-243-7852,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸주옥(거두점),일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 세실로 34 1층,033-261-3838,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푸줏간,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 퇴계로77번길 7-13, 1층 (퇴계동)",033-255-9293,강원특별자치도 춘천시청,033-250-4043,2025-07-14
푼히,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 소양고개길 20 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풀내음,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 상천3길 36-1,033-241-0049,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풀내음,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 영서로 2352-12, 13동102,103호 (온의동)",033-251-2588,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풀무원푸드앤컬처 네이버캠퍼스원,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동면 순환대로 1154-77, 4층 네이버지식정보캠퍼스연구동",031-784-2970,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풀무원푸드앤컬처 춘천시청,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 시청길 11 1층 구내식당,02-3400-7544,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풀잎,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 삭주로 75 (교동),033-252-6292,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풀장횟집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서면 삿갓봉길 31,033-244-1371,강원특별자치도 춘천시청,033-250-4043,2025-07-14
품은김밥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 68-1 1층,033-263-2294,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍경닭갈비,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 안마산로 7-1 (온의동),033-255-7891,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍경밥집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 강촌로 62 1층,033-262-0824,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍기,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로 387 .,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍년골,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 안마산로 220 (퇴계동),033-262-7953,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍년삽겹살,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘천로 341 (후평동),033-255-7775,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍년소갈비살,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로107번길 15-6 1층,033-244-5060,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍년식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 새롬공원길 21-1 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍년축산,일반가맹점,정육점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 승지골길16번길 16 107호 상가,033-243-6596,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍류31,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 풍류길 31 1층 2호,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물나들이,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 영서로 2352-48, 13동 96호 풍물시장상가 (온의동)",033-254-8050,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물먹거리 장터,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 영서로 2352-20, 10-57호 풍물시장 (온의동)",033-243-8589,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물바베큐,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2352-38 풍물시장 11동 1층 76호(온의동),033-242-6379,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물생고기,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 영서로 2352-48, 풍물시장 13동 99호 (온의동)",033-244-5115,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물수산,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 영서로 2352-32, 10동 68호 67 풍물시장상가 (온의동)",033-262-4114,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물쌀빵,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로 2352-24 풍물시장8동1층35~36호,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물영양탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 온의동 29-3번지 춘천풍물상가 13동 105,033-254-0089,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물옹심이,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 닥나무길9번길 5 1층,033-241-1192,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물옹심이 후평점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로250번길 1 (후평동),033-253-7433,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍물참숯닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 온의동 149-5번지 외30필지,033-257-4793,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍미닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 운교길 7 (운교동),033-251-9482,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍전가든,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 사북면 화악지암길 600-67,033-243-1324,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍차,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 이디오피아길 25 1층 근화동 마로니에보트장,033-244-8500,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍천민물장어,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 행촌로 52 (퇴계동),033-255-9249,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍천민물장어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 행촌로 52 .,033-255-9249,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍천숯불갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 거두택지길26번길 26,033-263-4601,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍천장어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로 371 풍천장어 (후평동),033-255-0592,강원특별자치도 춘천시청,033-250-4043,2025-07-14
풍천장어춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신동면 김유정로 1622 1층,033-252-0468,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프라미스중화요리,일반가맹점,중식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 삭주로 197 1층,033-244-2090,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랑킨숯불양념구이치킨,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 후석로45번길 23, 1층 (석사동)",033-263-7773,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크버거 우두택지점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두1길 101 1층 113호,033-255-0264,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크버거 춘천강원대점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 239 1층,033-254-0408,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크버거 춘천석사점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로 221 1층 102호,033-263-0999,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크버거 후평점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 보안길 66 101호,033-242-3128,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크버거춘천장학점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 동면 춘천로 455 , 1층 103호",033-241-8529,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크버거춘천퇴계점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 안마산로 109-1 1층 102호,033-244-0319,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프랭크치즈버거(춘천우두점),일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충열로 1 1층101호,033-242-6999,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프레드피자 춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 166 1층 (효자동),033-243-8253,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프레즌트15,일반가맹점,제과점,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 퇴계로 133 1층, 103호",033-252-2369,강원특별자치도 춘천시청,033-250-4043,2025-07-14
프루티팜,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충혼길44번길 8-1 1층(온의동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
플라베,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로48번길 24 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
플랜피(PLAN.P),일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로79번길 15-8 1층(석사동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
플랩잭팬트리헤이춘천점,일반가맹점,양식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 남춘로45번길 6 ,1층",033-255-0168,강원특별자치도 춘천시청,033-250-4043,2025-07-14
플러스82춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 공지로218번길 6 ,1층 101호(효자동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피그램,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로79번길 20 1층,033-261-8295,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피앤치,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동내면 향군길 4,033-263-8477,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자꾼 춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 269-1 1층,033-251-9222,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자나라치킨공주 석사점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효석로67번길 20 101호,033-263-9297,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자나라치킨공주 후평점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘천로270번길 14-24 (후평동),033-244-9225,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자나라치킨공주춘천우두점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두5길 36 1층 106호,033-243-0995,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자닭터 춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 백령로 79 ,1층 102호",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자래빗,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 서면 박사로 233, 피자래빗",033-243-7219,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자마루,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘주로 141 (퇴계동),033-254-9950,강원특별자치도 춘천시청,033-250-4043,2025-07-14
피자샵 춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 삭주로 44 1층,033-251-7717,강원특별자치도 춘천시청,033-250-4043,2025-07-14
